id,img_url,desc,sn,iw_TW
563123174,https://pbs.twimg.com/profile_images/1305762819346849793/zBYfAkEA_normal.jpg,"Helping art, design & tech brands go global at DDG brand consultancy #Taipei #Taiwan | words @designboom, https://t.co/ZCssOu6GtK, https://t.co/6mof6zBZOn",dancunnin,1
1443780630,https://pbs.twimg.com/profile_images/593638927061291009/XERm3Jfe_normal.png,"Think tank community on open, cyber, ocean, inclusion | We love @dddchat @NGOnewsTW | past @codefortomorrow @dspim @taipeiio",oktaiwanonline,1
7403862,https://pbs.twimg.com/profile_images/1255143161153769472/omPzEibc_normal.jpg,Digital minister. #FastFairFun #TaiwanCanHelp. */*,audreyt,1
14564172,https://pbs.twimg.com/profile_images/1177547245069062144/qEYGe9Ql_normal.png,"Pro-poor, pro-market think tank. In-depth, policy-relevant research on digital developments and related sectors in the Asia-Pacific",LIRNEasia,0
2975134426,https://pbs.twimg.com/profile_images/820762776800989184/NkAkW2dZ_normal.jpg,#Innovation #CyberSecurity #Privacy #Technology in Finance | Real world no-hype perspective | Slayer of fake news in #Fintech and beyond,sbmeunier,0
3251759104,https://pbs.twimg.com/profile_images/1253825908374482946/IAt9qVja_normal.jpg,Collaborating with gov’ts & orgs to open up #data & respond effectively to policy challenges. We 💙  #datarights in #anticorruption #payequity #climateaction.,opendatacharter,0
1246407354905739265,https://pbs.twimg.com/profile_images/1246407510661238785/81ERn8Nn_normal.jpg,"Our non-profit initiative has brought together leading software engineers, epidemiologists and public health experts to track the global spread of COVID-19.",TrackTogether,0
41765653,https://pbs.twimg.com/profile_images/661147021001232384/Ddw37rjP_normal.jpg,Researcher. Communicator of research to policy. Reluctant writer. Digital stuff. All above as usually as CEO LIRNEasia. Tweets & RTs my own (un)doing.,helanigalpaya,0
520860243,https://pbs.twimg.com/profile_images/1361248097867878400/XL0x-ZRm_normal.jpg,Senior researcher @adalovelaceinst working on public engagement and attitudes to data & tech ethics. (Cover pic: @jennyhbren.),AidanPeppin,0
875122621,https://pbs.twimg.com/profile_images/1329089882006847490/nohpt4Z9_normal.jpg,"Product Manager #DigitalBanking, @ti8m_ag | #FinTech #WealthTech #WealthManagement #OpenBanking #OpenFinance #Ecosystems | @FintechRockers | @Phonak Ambassador",UrsBolt,0
89736834,https://pbs.twimg.com/profile_images/1171323668695326720/tudhbiKs_normal.jpg,,wenhwalee,0
513498057,https://pbs.twimg.com/profile_images/1137319445108613120/JU6dGWg9_normal.jpg,CEO @FutureDotNowUK | Chair @GoodThingsFdn I Social Mobility Commissioner @UKGOV I Trustee @LTmuseum I Top 30 most influential women UK tech 2020 | Views own.,L12_W,0
114463650,https://pbs.twimg.com/profile_images/1140193177913253888/AnHzvhb4_normal.png,"Following data, politics, emerging tech|Director of Communication, ODI |Exec chair Allegory|She/her|14yo twins|Yorkshire woman living in London|Views my own.",EmmaThwaites,0
247206957,https://pbs.twimg.com/profile_images/1334233965960568835/QT5UxQDR_normal.jpg,"Policy Research in Macroeconomics (PRIME) is a network of professionals from related disciplines who seek to de-mystify economic theories, policies and ideas.",primeeconomics,0
40433376,https://pbs.twimg.com/profile_images/535750715398828033/YQC8tBvL_normal.jpeg,"Assistant Director, Sustainability & Inequalities @ONS. Tweets about #wellbeing, #equality. Views my own. RT not endorsement.",dawnsnape_ONS,0
1217557535814754305,https://pbs.twimg.com/profile_images/1308079339163054080/QBirq-s-_normal.jpg,Centre for Digital Public Services Wales - working to deliver better public services for Wales 🏴󠁧󠁢󠁷󠁬󠁳󠁿 Yn Gymraeg 👉@cdps_cymru,cdps_wales,0
1158382346309197826,https://pbs.twimg.com/profile_images/1158382487892103169/8U8Sl3Q5_normal.jpg,Consultant / Worker bee at @ODIHQ. The slightly less famous one on the right,jamesamaddison,0
14321293,https://pbs.twimg.com/profile_images/750430790698299392/FPQaEHcj_normal.jpg,Creators of PublishMyData. Obsessed with making data more useful. We’re Hiring!,swirrl,0
846014785246367745,https://pbs.twimg.com/profile_images/1020448812459061248/juZN4AhA_normal.jpg,"Analyst, Tech Evangelist, #CyberSecurity, #DigitalTransformation, #IoT, #Fintech, #DataScience, #5G & #VR Influencer: @DZoneInc & @Onalytica. 100% Geek.",Fisher85M,0
837772065285419008,https://pbs.twimg.com/profile_images/1026484599059308544/rEfMCrca_normal.jpg,Official account for the India Office of @gatesfoundation. We work with India’s governments and partners to reduce inequity and eradicate disease.,BMGFIndia,0
712230163694678017,https://pbs.twimg.com/profile_images/929728991736614912/Tr7OH9TS_normal.jpg,"Looking at tech and digital with a positive social impact. Having a go at tech that does harm. Events, podcasts, pizza, other stuff. On the iTunes #techforgood",techforgoodlive,0
51028081,https://pbs.twimg.com/profile_images/1043196844061405184/HREnEZbD_normal.jpg,"Cheery brewery lass with a love for tea, tattoos & pickles. Chat on @mashtunandmeow @doesitshandy & @sheffhopcast. Cat lady. Runner. Views my own.",Laurara31,0
300404558,https://pbs.twimg.com/profile_images/1370312149340459009/_ePLgJ0I_normal.jpg,,davidmckee0,0
1311225531799670785,https://pbs.twimg.com/profile_images/1311227115917004800/dLIM91Un_normal.jpg,"INSIGHT is the health data research hub for eye health & related conditions. We're part of @HDR_UK, harnessing the power of data to benefit patients & the NHS.",INSIGHTeyehub,0
16558108,https://pbs.twimg.com/profile_images/1443632454/Bill_Roberts_normal.jpg,"Founder of Swirrl, linked open data enthusiast, working on PublishMyData, blogging at https://t.co/AnohkpLZ1o",billroberts,0
2784392406,https://pbs.twimg.com/profile_images/987265310892883970/yIVIZPH5_normal.jpg,"Policy Director@Grantham_IC bringing science to policy and business: climate change, env't and energy. Passionate believer in humans living in a healthy planet.",AlyssaRGilbert,0
105845892,https://pbs.twimg.com/profile_images/2812941438/ab5023f881c86b78349c933196d3b8b9_normal.png,Creative thinker living a life on 2 wheels🚴‍♀️. Head of Innovation @ODIHQ Startup Mentor  #data #BusinessDesign #product #innovation,OrsolaDeMarco,0
15438912,https://pbs.twimg.com/profile_images/1313385805914791937/QxP20Fya_normal.jpg,Nerd for @FullFact. Used to do various webby things for @ONS & @BBC.,mr_dudders,0
24689052,https://pbs.twimg.com/profile_images/1105579108002598913/eMLAsR27_normal.jpg,"All about people, inclusion and delivery of good public services 

Prif Swyddog Gweithredol / Chief Executive Officer   interim

@cdps_wales",sallymeecham,0
839338759330152453,https://pbs.twimg.com/profile_images/1026973081036890120/wO26wZKN_normal.jpg,#DigitalTransformation obsessed #CXO and #GrowthHacker. Find me at the intersection of #Tech and #Humanity. #AI #Blockchain #Marketing #CX #IoT #CyberSecurity,YuHelenYu,0
1266731634,https://pbs.twimg.com/profile_images/1215641644399308802/-qHcWAys_normal.jpg,The Centre for Universal Health is a multi-disciplinary centre established to help accelerate progress towards the health-related Sustainable Development Goals,CHGlobalHealth,0
18251689,https://pbs.twimg.com/profile_images/964252086471970816/WUYO86oC_normal.jpg,Challenge Director - Next Generation Services @InnovateUK (views expressed are my own). Transforming professional services through #AI and #Data #ISCF,StephenBrowning,0
969173723457695744,https://pbs.twimg.com/profile_images/1333449867474120704/4NImokbV_normal.png,"Making data & AI work for people & society. 

With @NuffieldFound @RoyalSociety @TuringInst @BritishAcademy_ @wellcometrust @RoyalStatSoc @techUK @luminategroup",AdaLovelaceInst,0
22122582,https://pbs.twimg.com/profile_images/1092356860504621056/jnYWzkLb_normal.jpg,Director at: @wearereply. Co-founder @techforgoodlive. Lives in Glossop. Designer. Speaker. Views my own etc. I mostly talk about custard creams. #techforgood,jonnyraeevans,0
730354615716175872,https://pbs.twimg.com/profile_images/1255199018080260098/3fxWu6UE_normal.jpg,"Facilitator, runner, cricketer. 

Associate Director @AdaLovelaceInst working on equity, stewardship, democracy, justice and public engagement.

She/her",Reema__Patel,0
872260459,https://pbs.twimg.com/profile_images/1327754566960615424/4LfovRiN_normal.jpg,"COO, Dsposal; Director, Your Dsposal; Project Mngr, ODM; Trustee, VST; Volunteer @techforgoodlive❤️nature, open data, fungi, #DetourToMooseJaw & @Eldo36 she/her",Sophie_COO,0
2982660196,https://pbs.twimg.com/profile_images/922500957845557252/H4NgI2Jn_normal.jpg,"Programme Lead @ODIHQ. interested in open, the economics + value of data, policy, stewardship, governance, platforms, AI, etc. Board @openapparelreg. he/him.",jhardinges,0
1169284026185764864,https://pbs.twimg.com/profile_images/1374838395546009609/9O842naF_normal.jpg,"AAAMD is a non-profit organization dedicated to eradicating age-related macular degeneration, the leading cause of sight loss in the developed world",AgainstAMD,0
2711212681,https://pbs.twimg.com/profile_images/1346443960986775553/TGeiH97s_normal.jpg,#VC @stcpay_k @SparkLabsGlobal @ai_mediastalker @GenTwoAG @F10_accelerator | No.1 #Fintech Influencer @Refinitiv & @Onalytica | #AI @TEDx,SpirosMargaris,0
177304862,https://pbs.twimg.com/profile_images/935075178115162112/PPybOO2p_normal.jpg,"Associate Director of Public Partnerships @NIHRinvolvement. Former Director of INVOLVE, charity & #socent CEO, trustee @PartnershipFdtn . Views,own.",Zoe_AGray,0
943967482619895808,https://pbs.twimg.com/profile_images/1268101388694847488/PdpXR7_P_normal.jpg,Senior Data Technologist for @ODIHQ.,fionntan_tech,0
2160485952,https://pbs.twimg.com/profile_images/1247817231964213248/E7Hwo-01_normal.png,"ODI Leeds mission led, non-profit pioneer node of @ODIHQ : #Innovation with data: #VirtualConferencing #RadicallyOpen  #OpenDataSavesLives #PlanetData",ODILeeds,0
149120416,https://pbs.twimg.com/profile_images/1034345641906982912/Dnp7Lzr1_normal.jpg,To promote a fairer and more equitable society through the development of responsible data practice. ODM Newsletter https://t.co/Pw2bQepI6K based @FederationMCR,opendatamcr,0
534255106,https://pbs.twimg.com/profile_images/981448597085540352/6B7vX_u1_normal.jpg,"Make data work for everyone.

We do research, strategy development, policy, events and courses. We also offer free tools to help you work better with data.",ODIHQ,0
19626301,https://pbs.twimg.com/profile_images/1346229083374555136/RZD45aQh_normal.jpg,Cares about democracy and weaving carpets. COO @FullFact. Board @DemoClub @factchecknet,MeAndVan,0
1278692356980703233,https://pbs.twimg.com/profile_images/1278730265683247116/Io9D6UPl_normal.jpg,Head of Public Policy @ODIHQ | x-@royalsociety x-@TuringInst x-@The_MRC x-@SenseAboutSci x-@Demos | FRSA | for geopolitics & literary journalism I'm @mgzimeta,TechMilly,0
834865037525258242,https://pbs.twimg.com/profile_images/1126120252356558849/s5dpwzbV_normal.png,"Making simulations easier, faster, and cheaper using automated and integrated Simulation-as-a-Service",SlingshotSims,0
455851774,https://pbs.twimg.com/profile_images/1349719195001495558/PDXOlrNB_normal.jpg,"Environmentally focused co-founder of @YourDsposal. Lover of tech, puppy broody & enthusiastic has-been adventurer with #DetourToMooseJaw, He/Him",Eldo36,0
23315228,https://pbs.twimg.com/profile_images/1352383559412183048/WFkud1hA_normal.jpg,"Strategy, research & service design for social change at @wearereply. Co-founder at @techforgoodlive. Cat fosterer. @mcrmeteor trustee. Serious person.",RebeccaWho,0
417856150,https://pbs.twimg.com/profile_images/512160264540536833/RaN8WKgb_normal.png,"@ImperialCollege’s hub for climate & environment, leading on world-class research, training & innovation towards a sustainable, resilient, zero-carbon society.",Grantham_IC,0
259798631,https://pbs.twimg.com/profile_images/928391905133637632/I1i0EIjB_normal.jpg,"Using data to understand & solve problems, data science for public good. MD @DataSciCampus @ONS #DataScience Campus. Was @ocsi_uk, IMD, @EnvAgency data advisory",_datasmith,0
288269560,https://pbs.twimg.com/profile_images/1381315520276930563/4b_1rJyC_normal.jpg,NIHR Director for Public Voice & of Centre for Engagement & Dissemination @NIHRinvolvement @NIHRevidence @NIHRtakepart Trustee @TheQNI. OBE. Personal tweets.,JeremyTaylorNB,0
66998204,https://pbs.twimg.com/profile_images/1334793927963144192/0We2LCYb_normal.jpg,We are the UK’s Innovation agency. We fund business & research collaborations to accelerate innovation & drive business. YouTube:https://t.co/mKmzoCgpYq Part of @UKRI_News,innovateuk,0
705539763349164032,https://pbs.twimg.com/profile_images/729065804004769793/St2_Pum9_normal.jpg,"Digital Transformation Consulting 
#AI #MachineLearning #DeepLearning 
#5G #DataScience #AIEthics
#CloudComputing #Fintech
#DigitalMarketing",ipfconline1,0
14056108,https://pbs.twimg.com/profile_images/746257728612470784/BANk9W6C_normal.jpg,CEO and co-founder of Open Data Manchester. Prone to disagreement.,Julianlstar,0
4121263167,https://pbs.twimg.com/profile_images/962977497443860480/AU0E55Xl_normal.jpg,"A community-led initiative, using #opendata to help people get active! Coordinated by @ODIHQ and @_ukactive, backed by @Sport_England",openactiveio,0
14727078,https://pbs.twimg.com/profile_images/1035175023437336576/PlWu55Xt_normal.jpg,"VP ODI, co-chair DGWG @ GPAI, GPSDD, OCP, exAda, ODBG, CSVW, exW3C TAG, exODUG, exOSB, LOD, PSI, XML, XSLT, XProc, EXSLT, LMNL, DTLL, OBE, mum, geek, she/her",JeniT,0
555879770,https://pbs.twimg.com/profile_images/804595623899136000/jJpvny3-_normal.jpg,"Senior Lecturer in Politics, Birkbeck College-views own",benworthy1,0
20180686,https://pbs.twimg.com/profile_images/1268196215587397634/sgD5ZWuO_normal.png,"News and perspectives on legal, public policy and philanthropic topics for #Microsoft",MSFTIssues,0
120257330,https://pbs.twimg.com/profile_images/1299037901985067009/dG8-iBoK_normal.jpg,"Jill Rutter, Brexit at UK in a Changing Europe.  Any other stuff at Institute for Government.  Full Fact fan. Very ex-civil servant. My views not theirs.",jillongovt,0
1272279554,https://pbs.twimg.com/profile_images/1377325810718175234/KLjXVWz9_normal.jpg,Empowering nonprofits to use data science and technologies effectively and responsibly to make progress on social and environmental challenges,cjjuech,0
14138796,https://pbs.twimg.com/profile_images/695522376356904960/_X4samzx_normal.jpg,Training the World at The Open Data Institute,davetaz,0
3214215129,https://pbs.twimg.com/profile_images/1284188213880532992/IESCjQGv_normal.png,"Dedicated to advancing artificial intelligence and data science solutions to create a thriving, equitable and sustainable future for all.",PJMFnd,0
27286910,https://pbs.twimg.com/profile_images/1374745623178702853/tA4FQ2Os_normal.jpg,"Digital, Ethics & Tech. Oh My...

Daring Greatly or trying to.",Tzardan,0
178798604,https://pbs.twimg.com/profile_images/1267783545583554565/1Jt2y8qt_normal.jpg,"Ex Londoner, adopted Manc. Getting ppl & communites excited about data @opendatamcr. Sometimes co-host on @techforgoodlive pod. Tweets/views all my own. He/him.",milsomsam,0
775280798891114496,https://pbs.twimg.com/profile_images/1147248619508129792/wnTjBTTG_normal.jpg,"Researcher, Journalist, Burrito Lover.",JRobertKeller,0
17760882,https://pbs.twimg.com/profile_images/1320825278642401280/8RXfd7Kg_normal.jpg,A UX Designer and Techie at heart. Believer in stoicism and kaizen. Founder & CEO @CyberDuck_UK Noa Judith and Lily Ray are my babies. Political views my own.,danny_bluestone,0
24224194,https://pbs.twimg.com/profile_images/1308168551686078464/wtywXER0_normal.jpg,"President @PJMFnd, AI and Data philanthropist, tech for a prosperous and just world, unexpected beauty, spicy food",vilasdhar,0
83567424,https://pbs.twimg.com/profile_images/1166743197546098688/3Pyozdg5_normal.png,"Author: The Coming First World Debt Crisis ('06) GND ('08) The Production of Money ('17) The Case for the Green New Deal, Sept 2019. Hannah Arendt Prize ('18)",AnnPettifor,0
17899109,https://pbs.twimg.com/profile_images/1314597433146404866/O41YQ-Vv_normal.jpg,We are impatient optimists working to reduce inequity.,gatesfoundation,0
725854729,https://pbs.twimg.com/profile_images/1245303056331399173/2INY6CV8_normal.jpg,"We share learning, events and advice from @NIHRresearch on engaging patients, service users, carers and the public in health and care research",NIHRinvolvement,0
1069481784864174080,https://pbs.twimg.com/profile_images/1376889967499038721/kL-33XKw_normal.jpg,Realizing the potential of data for social good,ClouderaFnd,0
1127563141,https://pbs.twimg.com/profile_images/3295712008/f0ede44f2caa5e0d666ec675375376aa_normal.jpeg,"Co-founder Aapti Institute https://t.co/pFvvimTIG4 | technology-policy -data economy, digital rights | former GGF, IVLP fellow",KapoorAstha,0
3131243261,https://pbs.twimg.com/profile_images/1121083861520326656/X6NEB7hZ_normal.jpg,Innovating #tech #education #business CEO CTO Advisor Prof #AI #Cloud #IoT #5G #TechForGood #FinTech #SDGs #STEM #education #CX #Sustainability,sallyeaves,0
8029062,https://pbs.twimg.com/profile_images/1278066575824871424/_7nHdkrR_normal.jpg,"Father, husband, amateur guitar torturer, level 2 digital alchemist, ex-corporate geek, Running Punk, Head of Delivery @odileeds *and* hat-wearer extraordinaire",gilesdring,0
18741724,https://pbs.twimg.com/profile_images/1386316392119607299/6jGX2OBu_normal.jpg,"ED @OpenDataCharter, alum @BKCHarvard Assembly, @DatosGobMX, MPA @ColumbiaSIPA @FulbrightPrgrm, founder @PaseUsted @AiBlindspot, chair of board @GlobalIntegrity",aniacalderon,0
81097544,https://pbs.twimg.com/profile_images/588124570760056832/GZ-akcFX_normal.jpg,"Strategy, measurement & evaluation specialist. Senior Researcher @ODIHQ. Interested in #AI, #analytics & creating social value from data. Views my own.",diaszasz,0
2207344274,https://pbs.twimg.com/profile_images/1143531028340006913/zB0ZwGCm_normal.png,An innovation centre focused on generating value from data by enabling collaborative innovation; delivering skills; and strengthening the data science community,DataLabScotland,0
796008597268418560,https://pbs.twimg.com/profile_images/1283315861516890122/Q-EDu2Qm_normal.jpg,Over 100 countries have committed to beneficial ownership transparency. Find out more: https://t.co/vY5yqWYRci,OpenOwnership,0
1181539812739866624,https://pbs.twimg.com/profile_images/1324697429636227072/3aHfY931_normal.jpg,"#FutureDotNow is accelerating the UK’s digital skills, at scale.
Drop us a line at hello@futuredotnow.uk to get the conversation started.",futuredotnowuk,0
1316802123644850176,https://pbs.twimg.com/profile_images/1316802448493690880/nYpgdKxj_normal.jpg,"VP& Chief IP Counsel at @Microsoft. Board @chipsnetwork. Passionate about #womenintech, tech law & policy, and food culture.",JenYokoyama,0
28895498,https://pbs.twimg.com/profile_images/1391381227773562887/jziNi61K_normal.jpg,Brett Saison Fan. Butter eater.Lead brewer and funk weaponiser @abbeydalefunk. I write things at @mashtunandmeow. Opinions all my own. Anti-fascist. He/Him,Jim_Rangeley,0
112745661,https://pbs.twimg.com/profile_images/1269316857166729221/F8E3onYQ_normal.jpg,"ED @OpenOwnership. Accountable company ownership, and cat pictures.",thomtownsend,0
14465315,https://pbs.twimg.com/profile_images/1323933984376692737/Sj_desQi_normal.jpg,family; (open/linked)data; civic tech; creative technologist; data art; northern; @opendatamcr; #rstats; @odcamp; @InspireLearnMAT; @swirrl; he/him;,northernjamie,0
632036332,https://pbs.twimg.com/profile_images/753234881996550144/2JvjuJ-a_normal.jpg,Maker of shiny things and wiggly sounds,caleydewhurst,0
159190687,https://pbs.twimg.com/profile_images/1331313900814544896/DrNril4g_normal.jpg,"Researcher working on open cities, mobility data, data institutions, local authorities @ODIHQ // Previously @bigbrotherwatch (personal account)",bsnaith_,0
1239965460176633858,https://pbs.twimg.com/profile_images/1245020069530349569/QuLtrsyq_normal.jpg,"Frictionless Data is a progressive, incrementally adoptable open-source toolkit that brings simplicity and gracefulness to the data experience.",frictionlessd8a,0
175018039,https://pbs.twimg.com/profile_images/1155832882147012608/sjLmP0fo_normal.jpg,"We promote and safeguard official statistics to serve the public good. To contact us directly, use our email; see social media policy: https://t.co/hj1RV0ia6S",UKStatsAuth,0
1138041196352139264,https://pbs.twimg.com/profile_images/1138041358743089152/fXJuoaU3_normal.jpg,Aapti is a public research institution that examines lived experiences at the intersection of technology and society.,aaptiinstitute,0
252618624,https://pbs.twimg.com/profile_images/1128245882472865792/jd5wbB8o_normal.png,"Technology, data, ethics and human rights • Director of @AdaLovelaceInst • Trustee of @GlitchUK_ • Formerly @privacyint",carlykind_,0
413271829,https://pbs.twimg.com/profile_images/911515798442774528/i-AV9IOH_normal.jpg,Helping achieve outcomes through better data practices. Principal Consultant @ODIHQ. Board member @DAMAUK. Author ‘The Little Book of Data’. Pronouns she/her.,deborah_yates,0
1685497208,https://pbs.twimg.com/profile_images/984377965957074945/dmGd3jbw_normal.jpg,BCS Policy is helping to inform debate and provide answers to the big technology topics of today.,BCS_Policy,0
293245682,https://pbs.twimg.com/profile_images/1152167159151386625/5-QNUM-Z_normal.png,"Advisory / consulting @ODIHQ
interested in data for climate action and climate justice
Spotify-confirmed Springsteenophile
he/him",JoshDAddario,0
14813,https://pbs.twimg.com/profile_images/1264930796261052422/WZv7jTZk_normal.jpg,Currently Freelance. ex @ODIHQ. Trustee @EnergySparks. Chair of @BathHacked. FRSA. Author of @datapatterns. Open data paladin. Proud Dad. He/Him.,ldodds,0
26989309,https://pbs.twimg.com/profile_images/654032456425844736/cUHmW2mc_normal.png,We're a leading digital transformation agency that specialises in #UX #Laravel and #Drupal.,cyberduck_uk,0
298012429,https://pbs.twimg.com/profile_images/885500246536716292/Qk4FYTGj_normal.jpg,"The Department of Politics at Birkbeck College, University of London.
Blog: https://t.co/hNN0OKzNLF
Events: https://t.co/g1zmPTEZmC",bbkpolitics,0
15096261,https://pbs.twimg.com/profile_images/624571839713538048/auVjuOvy_normal.jpg,"Terrible puns and swearing in several languages. Often unsure whether to be laughing or exasperated. Work: heading R&D, data ethics @ODIHQ. He/Him.",olivierthereaux,0
16143105,https://pbs.twimg.com/profile_images/1227240419638960130/f-IS-0nF_normal.jpg,"A fair, free and open future 

#OpenKnowledge #OpenData #CKAN #FrictionlessData #OpenResearch #OpenScience #OpenDefinition #OKFJustice #OpenDataDay",OKFN,0
705025441,https://pbs.twimg.com/profile_images/1244992371818930176/mNadk79I_normal.jpg,Mental Health User Consultant; Survivor Researcher; Experienced Chair - orgs & mtgs/confs; Co-Production specialist. Cat lover. My views,TinaColdham,0
15376357,https://pbs.twimg.com/profile_images/102881750/twitter_me_normal.png,"AI Prof, Web Scientist, Linked and Open Data Evangelist, Principal Jesus College Oxford",Nigel_Shadbolt,0
325029776,https://pbs.twimg.com/profile_images/1214215162745384961/d3BqOzqQ_normal.jpg,Events @ChathamHouse. Independent thinking and informed debate since 1920.,CH_Events,0
52017609,https://pbs.twimg.com/profile_images/1357322160864428035/3yg-xSrR_normal.jpg,"CEO at The Data Lab,  Chair at Scotland’s AI Alliance, Scottish, mum, skier, swimmer. Views are my own!",GillianDoc,0
725622293402124289,https://pbs.twimg.com/profile_images/1011282374150230017/gubVQC1I_normal.jpg,"We connect all waste producers with licensed waste companies in England.
Simplifying compliance and combating waste crime. 
Sign up for free now.",YourDsposal,0
