,id,gp,sn,image,desc,font.color,font.size,shape,title,label,group
10,50489349,5,UNDP_Pacific,https://pbs.twimg.com/profile_images/1283631972808486913/DCp7zmVI_normal.jpg,We are the #UnitedNations’ development agency. Transforming our world #By2030. Follow our Administrator @ASteiner and visit @UNDP_Pacific for more. #NextGenUNDP,blue,30,circularImage,<p><l>Username: <a href=https://twitter.com/UNDP_Pacific>UNDP_Pacific</a><br>Bio: We are the #UnitedNations’ development agency. Transforming our world #By2030. Follow our Administrator @ASteiner and visit @UNDP_Pacific for more. #NextGenUNDP</p>,UNDP_Pacific,World Bank
11,2495795942,5,APRC_CF,https://pbs.twimg.com/profile_images/1042661899760893952/wcJj8yuB_normal.jpg,UNDP's Governance of Climate Change Finance Programme for Asia-Pacific - https://t.co/t9LZsgTaeO,blue,30,circularImage,<p><l>Username: <a href=https://twitter.com/APRC_CF>APRC_CF</a><br>Bio: UNDP's Governance of Climate Change Finance Programme for Asia-Pacific - https://t.co/t9LZsgTaeO</p>,APRC_CF,World Bank
12,91292166,5,UNDP_Pakistan,https://pbs.twimg.com/profile_images/1186839621851848705/mVS8I4ow_normal.jpg,We work together with the Government of Pakistan and Development Partners & support nationally-driven solutions to challenges & improve livelihoods & resilience,blue,30,circularImage,<p><l>Username: <a href=https://twitter.com/UNDP_Pakistan>UNDP_Pakistan</a><br>Bio: We work together with the Government of Pakistan and Development Partners & support nationally-driven solutions to challenges & improve livelihoods & resilience</p>,UNDP_Pakistan,World Bank
13,295032345,5,UNDPasiapac,https://pbs.twimg.com/profile_images/1202047708174811136/HDKNoJH__normal.jpg,Working to #EndPoverty and support #ClimateAction for a sustainable world #By2030. Stories of transformation from Asia and the Pacific. @UNDP #NextGenUNDP,blue,30,circularImage,<p><l>Username: <a href=https://twitter.com/UNDPasiapac>UNDPasiapac</a><br>Bio: Working to #EndPoverty and support #ClimateAction for a sustainable world #By2030. Stories of transformation from Asia and the Pacific. @UNDP #NextGenUNDP</p>,UNDPasiapac,World Bank
14,377946810,5,UNDPAfrica,https://pbs.twimg.com/profile_images/1341765118632333312/FjicFYC9_normal.jpg,"Advancing sustainable human development in 46 sub-Saharan African countries.
Director: @AhunnaEziakonwa",blue,30,circularImage,"<p><l>Username: <a href=https://twitter.com/UNDPAfrica>UNDPAfrica</a><br>Bio: Advancing sustainable human development in 46 sub-Saharan African countries.
Director: @AhunnaEziakonwa</p>",UNDPAfrica,World Bank
15,47817339,5,n_rosellini,https://pbs.twimg.com/profile_images/773120539346862080/lZDDhzRx_normal.jpg,"Former #UN, mostly recently in #China.  #sustainabledevelopment #globaldev #climatechange #Asia #Pacific",blue,30,circularImage,"<p><l>Username: <a href=https://twitter.com/n_rosellini>n_rosellini</a><br>Bio: Former #UN, mostly recently in #China.  #sustainabledevelopment #globaldev #climatechange #Asia #Pacific</p>",n_rosellini,World Bank
16,7660912,7,nicolaslr,https://pbs.twimg.com/profile_images/708045681190182912/GKYOzA6A_normal.jpg,"#innovation, #urbanisme, #ESS, #numérique, #FrenchTech
Mes tweets n'engagent que moi (et encore).
@AnruOfficiel
ex-team @chsirugue & @axellelemaire @_Bercy_",blue,30,circularImage,"<p><l>Username: <a href=https://twitter.com/nicolaslr>nicolaslr</a><br>Bio: #innovation, #urbanisme, #ESS, #numérique, #FrenchTech
Mes tweets n'engagent que moi (et encore).
@AnruOfficiel
ex-team @chsirugue & @axellelemaire @_Bercy_</p>",nicolaslr,France Issue
17,14441849,7,thieulin,https://pbs.twimg.com/profile_images/557460963486482432/XDMm92bF_normal.jpeg,Consultant Geek / SG @_Les_engages / Fondateur de @SMIScPo / Ex-Dean @SciencesPo / Ex-Pt @CNNum,blue,30,circularImage,<p><l>Username: <a href=https://twitter.com/thieulin>thieulin</a><br>Bio: Consultant Geek / SG @_Les_engages / Fondateur de @SMIScPo / Ex-Dean @SciencesPo / Ex-Pt @CNNum</p>,thieulin,France Issue
18,116063765,7,axellelemaire,https://pbs.twimg.com/profile_images/687191559469678592/LBcIrDWW_normal.jpg,L'innovation au ❤️ @RolandBerger             Head of #terranumerata,blue,30,circularImage,<p><l>Username: <a href=https://twitter.com/axellelemaire>axellelemaire</a><br>Bio: L'innovation au ❤️ @RolandBerger             Head of #terranumerata</p>,axellelemaire,France Issue
19,197134898,7,Mathilde_Bras,https://pbs.twimg.com/profile_images/1253374369742585856/t9R-Uwsv_normal.jpg,"Numérique Public 
#PublicInterestTech #Feminism #Commons 
contributes @_Investies @Numeri_Cite @fab_mob @la_fing / raised @sciencespo / ex @Etalab @eigforever",blue,30,circularImage,"<p><l>Username: <a href=https://twitter.com/Mathilde_Bras>Mathilde_Bras</a><br>Bio: Numérique Public 
#PublicInterestTech #Feminism #Commons 
contributes @_Investies @Numeri_Cite @fab_mob @la_fing / raised @sciencespo / ex @Etalab @eigforever</p>",Mathilde_Bras,France Issue
20,18737885,7,egregoire,https://pbs.twimg.com/profile_images/1377003070773682176/rTz05gSs_normal.jpg,"Premier Adjoint à la Maire de @Paris en charge de l’urbanisme, de l’architecture, du Grand Paris et des relations avec les arrondissements / Pdt @Accor_Arena",blue,30,circularImage,"<p><l>Username: <a href=https://twitter.com/egregoire>egregoire</a><br>Bio: Premier Adjoint à la Maire de @Paris en charge de l’urbanisme, de l’architecture, du Grand Paris et des relations avec les arrondissements / Pdt @Accor_Arena</p>",egregoire,France Issue
21,2734741456,2,MariaBaronOK,https://pbs.twimg.com/profile_images/518903235034099713/h03gaK8E_normal.jpeg,Directora Ejecutiva Global de Fundación Directorio Legislativo. Co-chair del Comité Directivo de la Alianza para el Gobierno Abierto (OGP),blue,30,circularImage,<p><l>Username: <a href=https://twitter.com/MariaBaronOK>MariaBaronOK</a><br>Bio: Directora Ejecutiva Global de Fundación Directorio Legislativo. Co-chair del Comité Directivo de la Alianza para el Gobierno Abierto (OGP)</p>,MariaBaronOK,South America Issue
22,268402701,2,ACIJargentina,https://pbs.twimg.com/profile_images/1289245590895960064/1vW3DOHq_normal.jpg,Asociación Civil por la Igualdad y la Justicia || Trabajamos para defender los derechos y fortalecer la democracia.,blue,30,circularImage,<p><l>Username: <a href=https://twitter.com/ACIJargentina>ACIJargentina</a><br>Bio: Asociación Civil por la Igualdad y la Justicia || Trabajamos para defender los derechos y fortalecer la democracia.</p>,ACIJargentina,South America Issue
23,2353501622,2,DireLegislativo,https://pbs.twimg.com/profile_images/1184226250384166914/Fa93DBAy_normal.jpg,ONG independiente y apartidaria que promueve el fortalecimiento democrático y de los poderes legislativos de América Latina.,blue,30,circularImage,<p><l>Username: <a href=https://twitter.com/DireLegislativo>DireLegislativo</a><br>Bio: ONG independiente y apartidaria que promueve el fortalecimiento democrático y de los poderes legislativos de América Latina.</p>,DireLegislativo,South America Issue
24,41643146,2,ropavese,https://pbs.twimg.com/profile_images/937086079647305731/J_uNYTyT_normal.jpg,"Coordinadora de Apoyo a Países de las Americas en @opengovpart. Ex @poderciudadano, ex GCBA. Democracia, participación, open gov, elecciones. Cuenta personal.",blue,30,circularImage,"<p><l>Username: <a href=https://twitter.com/ropavese>ropavese</a><br>Bio: Coordinadora de Apoyo a Países de las Americas en @opengovpart. Ex @poderciudadano, ex GCBA. Democracia, participación, open gov, elecciones. Cuenta personal.</p>",ropavese,South America Issue
25,23629638,2,pablosecchi,https://pbs.twimg.com/profile_images/962199118566318080/n_p2UOTP_normal.jpg,"Director Ejecutivo de @poderciudadano, Capítulo Argentino de Transparency International @anticorruption. Mis opiniones.",blue,30,circularImage,"<p><l>Username: <a href=https://twitter.com/pablosecchi>pablosecchi</a><br>Bio: Director Ejecutivo de @poderciudadano, Capítulo Argentino de Transparency International @anticorruption. Mis opiniones.</p>",pablosecchi,South America Issue
26,3058136093,2,renlavin,https://pbs.twimg.com/profile_images/658509822434910208/FmPoK1bg_normal.jpg,"Gran lector de twitter.
Abogado @DerechoUBA | Administración Publica @Harvard @Kennedy_School",blue,30,circularImage,"<p><l>Username: <a href=https://twitter.com/renlavin>renlavin</a><br>Bio: Gran lector de twitter.
Abogado @DerechoUBA | Administración Publica @Harvard @Kennedy_School</p>",renlavin,South America Issue
27,19722463,2,maiajastre,https://pbs.twimg.com/profile_images/1007588475552575488/hteP_MQr_normal.jpg,Periodista política en @lanacion. Pasilleo en Casa Rosada. @hablemostodohoy en @metro951. Investigación: #PanamaPapers #FinCENFiles,blue,30,circularImage,<p><l>Username: <a href=https://twitter.com/maiajastre>maiajastre</a><br>Bio: Periodista política en @lanacion. Pasilleo en Casa Rosada. @hablemostodohoy en @metro951. Investigación: #PanamaPapers #FinCENFiles</p>,maiajastre,South America Issue
28,33324953,2,KBanfi,https://pbs.twimg.com/profile_images/1224423659135217667/piiXpdvU_normal.jpg,Militante radical y feminista. Diputada nacional reelecta por la Pcia de Buenos Aires. @UCRBuenosAires @AdelanteBA @juntoscambioar   Argentina: mi pasión,blue,30,circularImage,<p><l>Username: <a href=https://twitter.com/KBanfi>KBanfi</a><br>Bio: Militante radical y feminista. Diputada nacional reelecta por la Pcia de Buenos Aires. @UCRBuenosAires @AdelanteBA @juntoscambioar   Argentina: mi pasión</p>,KBanfi,South America Issue
29,201774646,2,CIPPEC,https://pbs.twimg.com/profile_images/1366761829796569089/2gZW8i1H_normal.jpg,Think tank independiente. Investigamos. Debatimos. Proponemos. Comunicamos. Nos apasionan las políticas públicas y trabajamos por un Estado justo y democrático.,blue,30,circularImage,<p><l>Username: <a href=https://twitter.com/CIPPEC>CIPPEC</a><br>Bio: Think tank independiente. Investigamos. Debatimos. Proponemos. Comunicamos. Nos apasionan las políticas públicas y trabajamos por un Estado justo y democrático.</p>,CIPPEC,South America Issue
30,162499044,0,indigotrust,https://pbs.twimg.com/profile_images/378800000562716653/70ff89be5c65ee0c37cc824ca41b959f_normal.jpeg,"Evidence-led grant maker supporting access to justice, eye health and better grant-making. We work with initiatives in the UK and Africa.",blue,30,circularImage,"<p><l>Username: <a href=https://twitter.com/indigotrust>indigotrust</a><br>Bio: Evidence-led grant maker supporting access to justice, eye health and better grant-making. We work with initiatives in the UK and Africa.</p>",indigotrust,Aid Transparency
31,972656083,0,AllVoicesCount,https://pbs.twimg.com/profile_images/378800000529326504/588328c7c466343a8ba852c5de72fe19_normal.png,"Using tech & innovation to achieve more effective, accountable governance for all. Programme ended November 2017.",blue,30,circularImage,"<p><l>Username: <a href=https://twitter.com/AllVoicesCount>AllVoicesCount</a><br>Bio: Using tech & innovation to achieve more effective, accountable governance for all. Programme ended November 2017.</p>",AllVoicesCount,Aid Transparency
32,928566636,0,MollyElginCossa,https://pbs.twimg.com/profile_images/504378717641003008/faVkgSzx_normal.jpeg,"Chief Impact Officer, @MeritAmerica. Think big. Deliver results. Care deeply. Learn constantly. #Economicopportunity #FutureofWork #digitaleconomy #GlobalGoals",blue,30,circularImage,"<p><l>Username: <a href=https://twitter.com/MollyElginCossa>MollyElginCossa</a><br>Bio: Chief Impact Officer, @MeritAmerica. Think big. Deliver results. Care deeply. Learn constantly. #Economicopportunity #FutureofWork #digitaleconomy #GlobalGoals</p>",MollyElginCossa,Aid Transparency
33,32442190,0,laurambacon,https://pbs.twimg.com/profile_images/1090999853549801473/sMG6XD6L_normal.jpg,"Now: Luminate. Formerly: Obama White House Fellow, Peace Corps Volunteer. 

She/her. #BlackLivesMatter. 

Tweets are personal views, not those of my employer.",blue,30,circularImage,"<p><l>Username: <a href=https://twitter.com/laurambacon>laurambacon</a><br>Bio: Now: Luminate. Formerly: Obama White House Fellow, Peace Corps Volunteer. 

She/her. #BlackLivesMatter. 

Tweets are personal views, not those of my employer.</p>",laurambacon,Aid Transparency
34,20407422,0,dballouaares,https://pbs.twimg.com/profile_images/1089678415492456448/8CqxVUcz_normal.jpg,"CEO and Co-Founder, Leadership Now Project. Democracy deserves defending. Mom, New Yorker, optimist.",blue,30,circularImage,"<p><l>Username: <a href=https://twitter.com/dballouaares>dballouaares</a><br>Bio: CEO and Co-Founder, Leadership Now Project. Democracy deserves defending. Mom, New Yorker, optimist.</p>",dballouaares,Aid Transparency
35,156700189,0,RaphaelShepard,https://pbs.twimg.com/profile_images/746523739144208384/6S_7_MG5_normal.jpg,MBA @IEbusiness / Formerly @WorldBank & @luminategroup / #OpenGov #OpenData #CivicTech / Globetrotter / Doer / Existentialist / Views are my own,blue,30,circularImage,<p><l>Username: <a href=https://twitter.com/RaphaelShepard>RaphaelShepard</a><br>Bio: MBA @IEbusiness / Formerly @WorldBank & @luminategroup / #OpenGov #OpenData #CivicTech / Globetrotter / Doer / Existentialist / Views are my own</p>,RaphaelShepard,Aid Transparency
36,2355519100,0,mbgoodman,https://pbs.twimg.com/profile_images/438871263332040704/GTjAtOdd_normal.jpeg,"advocate for democracy, global development and fighting corruption; former diplomat and Obama White House; proud American",blue,30,circularImage,"<p><l>Username: <a href=https://twitter.com/mbgoodman>mbgoodman</a><br>Bio: advocate for democracy, global development and fighting corruption; former diplomat and Obama White House; proud American</p>",mbgoodman,Aid Transparency
37,14269008,22,TheTyee,https://pbs.twimg.com/profile_images/1175134534469210112/W8vIYCBR_normal.jpg,British Columbia's best-read online news magazine. Paywall free since 2003. Support independent journalism: https://t.co/o3JLV55NEt,blue,30,circularImage,<p><l>Username: <a href=https://twitter.com/TheTyee>TheTyee</a><br>Bio: British Columbia's best-read online news magazine. Paywall free since 2003. Support independent journalism: https://t.co/o3JLV55NEt</p>,TheTyee,US Aid
38,71168188,22,bcfipa,https://pbs.twimg.com/profile_images/2587190350/c7av4frj9v7hxppbq2hl_normal.jpeg,The BC Freedom of Information and Privacy Association is a non-profit society dedicated to advancing freedom of information and privacy rights in Canada.,blue,30,circularImage,<p><l>Username: <a href=https://twitter.com/bcfipa>bcfipa</a><br>Bio: The BC Freedom of Information and Privacy Association is a non-profit society dedicated to advancing freedom of information and privacy rights in Canada.</p>,bcfipa,US Aid
39,29753422,2,naticarfi,https://pbs.twimg.com/profile_images/584818128233877506/pmex7Bl__normal.jpg,Deputy Director at @opendatacharter - Ex POC de @modernizacionAR - #GobiernoAbierto #datosabiertos y RiverPlate- comments here are my own,blue,30,circularImage,<p><l>Username: <a href=https://twitter.com/naticarfi>naticarfi</a><br>Bio: Deputy Director at @opendatacharter - Ex POC de @modernizacionAR - #GobiernoAbierto #datosabiertos y RiverPlate- comments here are my own</p>,naticarfi,South America Issue
40,198900558,2,juanmvila,https://pbs.twimg.com/profile_images/1373415724249665538/DpNU5pMM_normal.jpg,"#GobiernoAbierto #Datos #GovTech #InnovaciónDigital 
Ahora en @evmnet. Antes en @datosgobar y @BAGobAbierto
Papá, Esposo, Runner.",blue,30,circularImage,"<p><l>Username: <a href=https://twitter.com/juanmvila>juanmvila</a><br>Bio: #GobiernoAbierto #Datos #GovTech #InnovaciónDigital 
Ahora en @evmnet. Antes en @datosgobar y @BAGobAbierto
Papá, Esposo, Runner.</p>",juanmvila,South America Issue
41,121311551,2,felipegz_,https://pbs.twimg.com/profile_images/643772306758746112/Fm7NU60K_normal.jpg,"Digital Government, Open Data, Data-DrivenGov @OECDgov • 🇨🇱 • Former @ModernizacionMH • PhD in Digital Development @OfficialUoM • Views my own",blue,30,circularImage,"<p><l>Username: <a href=https://twitter.com/felipegz_>felipegz_</a><br>Bio: Digital Government, Open Data, Data-DrivenGov @OECDgov • 🇨🇱 • Former @ModernizacionMH • PhD in Digital Development @OfficialUoM • Views my own</p>",felipegz_,South America Issue
42,35569456,2,laurapaonessa,https://pbs.twimg.com/profile_images/921163566807429120/7ZLDAmG5_normal.jpg,"Impulso procesos de innovación abierta. Pregunto si no sé, pido ayuda si no puedo. Tiendo puentes. Fellow #GCLimpact #FellowshipOEA #UnleashLab2017",blue,30,circularImage,"<p><l>Username: <a href=https://twitter.com/laurapaonessa>laurapaonessa</a><br>Bio: Impulso procesos de innovación abierta. Pregunto si no sé, pido ayuda si no puedo. Tiendo puentes. Fellow #GCLimpact #FellowshipOEA #UnleashLab2017</p>",laurapaonessa,South America Issue
43,1526345940,2,OKFNAR,https://pbs.twimg.com/profile_images/1353793059213946885/sjm5pe7N_normal.jpg,"Trabajamos para fortalecer la democracia mediante los datos, el desarrollo de tecnología cívica e innovación. Escapamos a maneras tradicionales ⚙️📊📤💡🙌🚀",blue,30,circularImage,"<p><l>Username: <a href=https://twitter.com/OKFNAR>OKFNAR</a><br>Bio: Trabajamos para fortalecer la democracia mediante los datos, el desarrollo de tecnología cívica e innovación. Escapamos a maneras tradicionales ⚙️📊📤💡🙌🚀</p>",OKFNAR,South America Issue
44,277858534,2,cornejocaro,https://pbs.twimg.com/profile_images/1180679071086338048/x_RJS0Bq_normal.jpg,"Politóloga #fsoc Directora de Gobierno Abierto en @InnovacionAR. Mi Twitter, mi decisión.",blue,30,circularImage,"<p><l>Username: <a href=https://twitter.com/cornejocaro>cornejocaro</a><br>Bio: Politóloga #fsoc Directora de Gobierno Abierto en @InnovacionAR. Mi Twitter, mi decisión.</p>",cornejocaro,South America Issue
45,1332708642,2,ABRELATAM,https://pbs.twimg.com/profile_images/1287848143900606470/gAgUtJcK_normal.jpg,"La desconferencia que busca impulsar la apertura y el uso de datos en América Latina.
Siempre junto a @ConDatosLATAM.
Por ahora desde casa.
#AbreLatam",blue,30,circularImage,"<p><l>Username: <a href=https://twitter.com/ABRELATAM>ABRELATAM</a><br>Bio: La desconferencia que busca impulsar la apertura y el uso de datos en América Latina.
Siempre junto a @ConDatosLATAM.
Por ahora desde casa.
#AbreLatam</p>",ABRELATAM,South America Issue
46,564183621,2,comluac,https://pbs.twimg.com/profile_images/796219171252174848/-2m2ud0Y_normal.jpg,,blue,30,circularImage,,comluac,South America Issue
47,3304091398,2,accesaorg,https://pbs.twimg.com/profile_images/706899845529903108/b9rJvcR6_normal.jpg,"Buscamos transformar la relación entre el Estado y la ciudadanía con el fin de conformar una sociedad abierta, democrática, inclusiva y participativa.",blue,30,circularImage,"<p><l>Username: <a href=https://twitter.com/accesaorg>accesaorg</a><br>Bio: Buscamos transformar la relación entre el Estado y la ciudadanía con el fin de conformar una sociedad abierta, democrática, inclusiva y participativa.</p>",accesaorg,South America Issue
48,15521401,2,DonRudi,https://pbs.twimg.com/profile_images/1322491636249710592/kTdgiuZM_normal.jpg,"Although the wind

blows terribly here,

the moonlight also leaks

between the roof planks

of this ruined house. (Izumi Shikibu, circa 1008) // opinions: mine",blue,30,circularImage,"<p><l>Username: <a href=https://twitter.com/DonRudi>DonRudi</a><br>Bio: Although the wind

blows terribly here,

the moonlight also leaks

between the roof planks

of this ruined house. (Izumi Shikibu, circa 1008) // opinions: mine</p>",DonRudi,South America Issue
49,171720258,2,martinalalu,https://pbs.twimg.com/profile_images/946179869641240578/s1pO6C2L_normal.jpg,"Data Scientist 📊🤓 | Una vez me recibí de Politológo en @ubaonline

#rstats #python #datascience #gis",blue,30,circularImage,"<p><l>Username: <a href=https://twitter.com/martinalalu>martinalalu</a><br>Bio: Data Scientist 📊🤓 | Una vez me recibí de Politológo en @ubaonline

#rstats #python #datascience #gis</p>",martinalalu,South America Issue
50,437855517,2,alvarojherrero,https://pbs.twimg.com/profile_images/1124081616161247232/22GeCrgl_normal.jpg,#OpenGov #Innovation #Justice #SDGs👷‍♂️➡️ex @gcba @ADC_derechos @the_IDB @The_Dialogue 👨‍🎓➡️ PhD in Political Science @StAntsCollege @UniofOxford @Georgetown,blue,30,circularImage,<p><l>Username: <a href=https://twitter.com/alvarojherrero>alvarojherrero</a><br>Bio: #OpenGov #Innovation #Justice #SDGs👷‍♂️➡️ex @gcba @ADC_derechos @the_IDB @The_Dialogue 👨‍🎓➡️ PhD in Political Science @StAntsCollege @UniofOxford @Georgetown</p>,alvarojherrero,South America Issue
51,3251759104,0,opendatacharter,https://pbs.twimg.com/profile_images/1253825908374482946/IAt9qVja_normal.jpg,Collaborating with gov’ts & orgs to open up #data & respond effectively to policy challenges. We 💙  #datarights in #anticorruption #payequity #climateaction.,blue,30,circularImage,<p><l>Username: <a href=https://twitter.com/opendatacharter>opendatacharter</a><br>Bio: Collaborating with gov’ts & orgs to open up #data & respond effectively to policy challenges. We 💙  #datarights in #anticorruption #payequity #climateaction.</p>,opendatacharter,Aid Transparency
52,150474475,2,solgattoni,https://pbs.twimg.com/profile_images/1197341336065789952/yz12Yr71_normal.jpg,Policy Consultant. Working to promote #OpenGov and create change. Current partners: @wbg_gov @opengovpart @OpenSociety @CIVICUSalliance. Views my own.,blue,30,circularImage,<p><l>Username: <a href=https://twitter.com/solgattoni>solgattoni</a><br>Bio: Policy Consultant. Working to promote #OpenGov and create change. Current partners: @wbg_gov @opengovpart @OpenSociety @CIVICUSalliance. Views my own.</p>,solgattoni,South America Issue
53,563942720,0,jkeserue,https://pbs.twimg.com/profile_images/1227335965745786881/abwvbRXb_normal.jpg,"Working in the intersections of technology, power and activism. People nerd. ED at @engnroom. She/her",blue,30,circularImage,"<p><l>Username: <a href=https://twitter.com/jkeserue>jkeserue</a><br>Bio: Working in the intersections of technology, power and activism. People nerd. ED at @engnroom. She/her</p>",jkeserue,Aid Transparency
54,3235832253,0,j_florezh,https://pbs.twimg.com/profile_images/918115258287509504/oYao3DYp_normal.jpg,"Governance, Transparency & Accountability @Globalintegrity #followthemoney Tweets are mine",blue,30,circularImage,"<p><l>Username: <a href=https://twitter.com/j_florezh>j_florezh</a><br>Bio: Governance, Transparency & Accountability @Globalintegrity #followthemoney Tweets are mine</p>",j_florezh,Aid Transparency
55,321575853,0,opengovpart,https://pbs.twimg.com/profile_images/458729616702590976/1FHE7flf_normal.png,"78 national & 76 local governments, plus thousands of civil society groups, working to deliver the promise of democracy beyond the ballot box through #OpenGov.",blue,30,circularImage,"<p><l>Username: <a href=https://twitter.com/opengovpart>opengovpart</a><br>Bio: 78 national & 76 local governments, plus thousands of civil society groups, working to deliver the promise of democracy beyond the ballot box through #OpenGov.</p>",opengovpart,Aid Transparency
56,18741724,15,aniacalderon,https://pbs.twimg.com/profile_images/820693289607294979/zLJ0SVCJ_normal.jpg,"ED @OpenDataCharter, alum @BKCHarvard Assembly, @DatosGobMX, MPA @ColumbiaSIPA @FulbrightPrgrm, founder @PaseUsted @AiBlindspot, chair of board @GlobalIntegrity",blue,30,circularImage,"<p><l>Username: <a href=https://twitter.com/aniacalderon>aniacalderon</a><br>Bio: ED @OpenDataCharter, alum @BKCHarvard Assembly, @DatosGobMX, MPA @ColumbiaSIPA @FulbrightPrgrm, founder @PaseUsted @AiBlindspot, chair of board @GlobalIntegrity</p>",aniacalderon,Central America Issue
