id,img_url,desc,sn,iw_TW
1358617603590086657,https://pbs.twimg.com/profile_images/1362578072982020099/LGf-yuhZ_normal.jpg,News and tips on the development of data economy. Based out of Taiwan and connecting worldwide. #dataeconomy #opendata #AODP,DataEconomyTW,1
563123174,https://pbs.twimg.com/profile_images/1305762819346849793/zBYfAkEA_normal.jpg,"Helping art, design & tech brands go global at DDG brand consultancy #Taipei #Taiwan | words @designboom, https://t.co/ZCssOu6GtK, https://t.co/6mof6zBZOn",dancunnin,1
1443780630,https://pbs.twimg.com/profile_images/593638927061291009/XERm3Jfe_normal.png,"Think tank community on open, cyber, ocean, inclusion | We love @dddchat @NGOnewsTW | past @codefortomorrow @dspim @taipeiio",oktaiwanonline,1
14562685,https://pbs.twimg.com/profile_images/1046576251949862912/axeUR8EK_normal.jpg,@ConstellationR #CEO @DisrupTVShow BestSelling #Author @HarvardBiz @hcleadership Keynoter #Futurist Provocateur #EDM #DJ #Foodie #SVLife #TaiwaneseAm🇹🇼🇺🇸,rwang0,1
7389732,https://pbs.twimg.com/profile_images/1183775889454059520/3bn9oz2v_normal.jpg,"Taiwanese-American writer for @TechCrunch. Monitors new tech developments, loves old tech like spinning wheels and handlooms. she/her shu@techcrunch.com",CatherineShu,1
14562685,https://pbs.twimg.com/profile_images/1046576251949862912/axeUR8EK_normal.jpg,@ConstellationR #CEO @DisrupTVShow BestSelling #Author @HarvardBiz @hcleadership Keynoter #Futurist Provocateur #EDM #DJ #Foodie #SVLife #TaiwaneseAm🇹🇼🇺🇸,rwang0,1
76347918,https://pbs.twimg.com/profile_images/904697559867736064/_5-pnIEO_normal.jpg,Cover tech in Asia for @NYTimes. I am so wise I had my mouth sewn shut. pmozur at https://t.co/zGJ4T9a0YP,paulmozur,1
14562685,https://pbs.twimg.com/profile_images/1046576251949862912/axeUR8EK_normal.jpg,@ConstellationR #CEO @DisrupTVShow BestSelling #Author @HarvardBiz @hcleadership Keynoter #Futurist Provocateur #EDM #DJ #Foodie #SVLife #TaiwaneseAm🇹🇼🇺🇸,rwang0,1
14562685,https://pbs.twimg.com/profile_images/1046576251949862912/axeUR8EK_normal.jpg,@ConstellationR #CEO @DisrupTVShow BestSelling #Author @HarvardBiz @hcleadership Keynoter #Futurist Provocateur #EDM #DJ #Foodie #SVLife #TaiwaneseAm🇹🇼🇺🇸,rwang0,1
4334071758,https://pbs.twimg.com/profile_images/839906362473627649/SZLPvNd6_normal.jpg,"“Sometimes We Win, Sometimes We Learn” 📈
https://t.co/lTbtVxPxPd
Professional Troublemaker | Amateur Solver
#ENFJ with a strong mind and a fragile heart 💕",ijasonwu,1
14562685,https://pbs.twimg.com/profile_images/1046576251949862912/axeUR8EK_normal.jpg,@ConstellationR #CEO @DisrupTVShow BestSelling #Author @HarvardBiz @hcleadership Keynoter #Futurist Provocateur #EDM #DJ #Foodie #SVLife #TaiwaneseAm🇹🇼🇺🇸,rwang0,1
14562685,https://pbs.twimg.com/profile_images/1046576251949862912/axeUR8EK_normal.jpg,@ConstellationR #CEO @DisrupTVShow BestSelling #Author @HarvardBiz @hcleadership Keynoter #Futurist Provocateur #EDM #DJ #Foodie #SVLife #TaiwaneseAm🇹🇼🇺🇸,rwang0,1
14562685,https://pbs.twimg.com/profile_images/1046576251949862912/axeUR8EK_normal.jpg,@ConstellationR #CEO @DisrupTVShow BestSelling #Author @HarvardBiz @hcleadership Keynoter #Futurist Provocateur #EDM #DJ #Foodie #SVLife #TaiwaneseAm🇹🇼🇺🇸,rwang0,1
7403862,https://pbs.twimg.com/profile_images/1255143161153769472/omPzEibc_normal.jpg,Digital minister. #FastFairFun #TaiwanCanHelp. */*,audreyt,1
7403862,https://pbs.twimg.com/profile_images/1255143161153769472/omPzEibc_normal.jpg,Digital minister. #FastFairFun #TaiwanCanHelp. */*,audreyt,1
7403862,https://pbs.twimg.com/profile_images/1255143161153769472/omPzEibc_normal.jpg,Digital minister. #FastFairFun #TaiwanCanHelp. */*,audreyt,1
14562685,https://pbs.twimg.com/profile_images/1046576251949862912/axeUR8EK_normal.jpg,@ConstellationR #CEO @DisrupTVShow BestSelling #Author @HarvardBiz @hcleadership Keynoter #Futurist Provocateur #EDM #DJ #Foodie #SVLife #TaiwaneseAm🇹🇼🇺🇸,rwang0,1
7389732,https://pbs.twimg.com/profile_images/1183775889454059520/3bn9oz2v_normal.jpg,"Taiwanese-American writer for @TechCrunch. Monitors new tech developments, loves old tech like spinning wheels and handlooms. she/her shu@techcrunch.com",CatherineShu,1
18741724,https://pbs.twimg.com/profile_images/1386316392119607299/6jGX2OBu_normal.jpg,"ED @OpenDataCharter, alum @BKCHarvard Assembly, @DatosGobMX, MPA @ColumbiaSIPA @FulbrightPrgrm, founder @PaseUsted @AiBlindspot, chair of board @GlobalIntegrity",aniacalderon,0
191781601,https://pbs.twimg.com/profile_images/1278028973738426373/JXFFSeUC_normal.png,All the latest news from Barclays. For customer enquiries please message @BarclaysUKHelp. Our T&Cs can be found here: https://t.co/Wj8yxJwJW1,Barclays,0
413271829,https://pbs.twimg.com/profile_images/911515798442774528/i-AV9IOH_normal.jpg,Helping achieve outcomes through better data practices. Principal Consultant @ODIHQ. Board member @DAMAUK. Author ‘The Little Book of Data’. Pronouns she/her.,deborah_yates,0
2207344274,https://pbs.twimg.com/profile_images/1143531028340006913/zB0ZwGCm_normal.png,An innovation centre focused on generating value from data by enabling collaborative innovation; delivering skills; and strengthening the data science community,DataLabScotland,0
705025441,https://pbs.twimg.com/profile_images/1244992371818930176/mNadk79I_normal.jpg,Mental Health User Consultant; Survivor Researcher; Experienced Chair - orgs & mtgs/confs; Co-Production specialist. Cat lover. My views,TinaColdham,0
54967941,https://pbs.twimg.com/profile_images/1030825474593878016/Q7GImcHi_normal.jpg,"Data and Innovation Manager at @sport_england. Ex @odihq, @optivohomes, @charityworksuk. Has a big face. All views my own etc. She/Her.",IzyChampion,0
19301118,https://pbs.twimg.com/profile_images/930739241444954113/ZnsRvX3k_normal.jpg,Tweets about our events & news. RTs about anything geo or just of interest to our followers! Join us today: https://t.co/tpbr3g7Ukc,GeoCommunity,0
257912371,https://pbs.twimg.com/profile_images/1270757074880864257/i7Blhuh8_normal.jpg,"Tutu Fellow (@TutuFellows) at @Twaweza_NiSisi, @opengovpart & @Data4SDGs, a data junkie, recovering economist & seeker of wisdom.☝️",aeyakuze,0
555879770,https://pbs.twimg.com/profile_images/804595623899136000/jJpvny3-_normal.jpg,"Senior Lecturer in Politics, Birkbeck College-views own",benworthy1,0
14321293,https://pbs.twimg.com/profile_images/750430790698299392/FPQaEHcj_normal.jpg,Creators of PublishMyData. Obsessed with making data more useful. We’re Hiring!,swirrl,0
1278692356980703233,https://pbs.twimg.com/profile_images/1278730265683247116/Io9D6UPl_normal.jpg,Head of Public Policy @ODIHQ | x-@royalsociety x-@TuringInst x-@The_MRC x-@SenseAboutSci x-@Demos | FRSA | for geopolitics & literary journalism I'm @mgzimeta,TechMilly,0
20180686,https://pbs.twimg.com/profile_images/1268196215587397634/sgD5ZWuO_normal.png,"News and perspectives on legal, public policy and philanthropic topics for #Microsoft",MSFTIssues,0
14465315,https://pbs.twimg.com/profile_images/1323933984376692737/Sj_desQi_normal.jpg,family; (open/linked)data; civic tech; creative technologist; data art; northern; @opendatamcr; #rstats; @odcamp; @InspireLearnMAT; @swirrl; he/him;,northernjamie,0
1169284026185764864,https://pbs.twimg.com/profile_images/1374838395546009609/9O842naF_normal.jpg,"AAAMD is a non-profit organization dedicated to eradicating age-related macular degeneration, the leading cause of sight loss in the developed world",AgainstAMD,0
1316802123644850176,https://pbs.twimg.com/profile_images/1316802448493690880/nYpgdKxj_normal.jpg,"VP& Chief IP Counsel at @Microsoft. Board @chipsnetwork. Passionate about #womenintech, tech law & policy, and food culture.",JenYokoyama,0
81097544,https://pbs.twimg.com/profile_images/588124570760056832/GZ-akcFX_normal.jpg,"Strategy, measurement & evaluation specialist. Senior Researcher @ODIHQ. Interested in #AI, #analytics & creating social value from data. Views my own.",diaszasz,0
507356334,https://pbs.twimg.com/profile_images/839219295100026880/wcgrYinX_normal.jpg,President @techUK | Co-Chair of @IOCoding Board Member @Rightmove @CostainGroup & @FDMGroup | Mentor @Merryckmentor Advocate for #Diversity & #Inclusion,JdR_Tech,0
796008597268418560,https://pbs.twimg.com/profile_images/1283315861516890122/Q-EDu2Qm_normal.jpg,Over 100 countries have committed to beneficial ownership transparency. Find out more: https://t.co/vY5yqWYRci,OpenOwnership,0
872260459,https://pbs.twimg.com/profile_images/1327754566960615424/4LfovRiN_normal.jpg,"COO, Dsposal; Director, Your Dsposal; Project Mngr, ODM; Trustee, VST; Volunteer @techforgoodlive❤️nature, open data, fungi, #DetourToMooseJaw & @Eldo36 she/her",Sophie_COO,0
300404558,https://pbs.twimg.com/profile_images/1370312149340459009/_ePLgJ0I_normal.jpg,,davidmckee0,0
720474368,https://pbs.twimg.com/profile_images/1268227301768118273/c3sPOggo_normal.jpg,"We're on a mission to empower every person and every organisation on the planet (and in the UK) to achieve more. 

Support: @MicrosoftHelps",MicrosoftUK,0
7833122,https://pbs.twimg.com/profile_images/1360534295190921218/AEm56FOX_normal.jpg,Analytical Storyteller | Fellow @TheCIFellows | Strategic Intelligence | Advisor | VC | Speaker | @techlondonadv @tlawomenintech | @tla_bwtech | #YNWA,SukiFuller,0
730354615716175872,https://pbs.twimg.com/profile_images/1255199018080260098/3fxWu6UE_normal.jpg,"Facilitator, runner, cricketer. 

Associate Director @AdaLovelaceInst working on equity, stewardship, democracy, justice and public engagement.

She/her",Reema__Patel,0
2982660196,https://pbs.twimg.com/profile_images/922500957845557252/H4NgI2Jn_normal.jpg,"Programme Lead @ODIHQ. interested in open, the economics + value of data, policy, stewardship, governance, platforms, AI, etc. Board @openapparelreg. he/him.",jhardinges,0
28895498,https://pbs.twimg.com/profile_images/1391381227773562887/jziNi61K_normal.jpg,Brett Saison Fan. Butter eater.Lead brewer and funk weaponiser @abbeydalefunk. I write things at @mashtunandmeow. Opinions all my own. Anti-fascist. He/Him,Jim_Rangeley,0
1158382346309197826,https://pbs.twimg.com/profile_images/1158382487892103169/8U8Sl3Q5_normal.jpg,Consultant / Worker bee at @ODIHQ. The slightly less famous one on the right,jamesamaddison,0
24531209,https://pbs.twimg.com/profile_images/1081678412350148609/aNIED5FE_normal.jpg,"Chief Data Officer @ArupGroup. Technology | Change | Cities | Politics | Football (the rest is not for Twitter, views are my own)",vbuscher,0
14056108,https://pbs.twimg.com/profile_images/746257728612470784/BANk9W6C_normal.jpg,CEO and co-founder of Open Data Manchester. Prone to disagreement.,Julianlstar,0
66998204,https://pbs.twimg.com/profile_images/1334793927963144192/0We2LCYb_normal.jpg,We are the UK’s Innovation agency. We fund business & research collaborations to accelerate innovation & drive business. YouTube:https://t.co/mKmzoCgpYq Part of @UKRI_News,innovateuk,0
1091325763943612416,https://pbs.twimg.com/profile_images/1173940910738067456/wcCOLzfc_normal.jpg,"Leading the digital transformation of health and care. 
We are open source - https://t.co/phoWnSF0ZE
For COVID-19 app - contact @NHSCOVID19app or https://t.co/uNwMKcfVka",NHSX,0
204473306,https://pbs.twimg.com/profile_images/1318904064529342464/PzhI7DJv_normal.jpg,"Digital and data leader committed to better, safer care. CDO at Population Health Partners (on secondment from NHS). FBCS. FRSA. Cycling mad Dad! Views own.",tomdenwood,0
912696054998585344,https://pbs.twimg.com/profile_images/1359188458904969225/7D-g38aq_normal.jpg,"We are the UK's national institute for health data research.

Join us at #HDRSciCon: https://t.co/MQ5Jmc6RMC",HDR_UK,0
3131243261,https://pbs.twimg.com/profile_images/1121083861520326656/X6NEB7hZ_normal.jpg,Innovating #tech #education #business CEO CTO Advisor Prof #AI #Cloud #IoT #5G #TechForGood #FinTech #SDGs #STEM #education #CX #Sustainability,sallyeaves,0
4121263167,https://pbs.twimg.com/profile_images/962977497443860480/AU0E55Xl_normal.jpg,"A community-led initiative, using #opendata to help people get active! Coordinated by @ODIHQ and @_ukactive, backed by @Sport_England",openactiveio,0
120257330,https://pbs.twimg.com/profile_images/1299037901985067009/dG8-iBoK_normal.jpg,"Jill Rutter, Brexit at UK in a Changing Europe.  Any other stuff at Institute for Government.  Full Fact fan. Very ex-civil servant. My views not theirs.",jillongovt,0
2784392406,https://pbs.twimg.com/profile_images/987265310892883970/yIVIZPH5_normal.jpg,"Policy Director@Grantham_IC bringing science to policy and business: climate change, env't and energy. Passionate believer in humans living in a healthy planet.",AlyssaRGilbert,0
1276450884990492676,https://pbs.twimg.com/profile_images/1276451711977246720/YlBgTvgx_normal.jpg,"We’re a new organisation with a mission to improve the UK's public data. We work to fill data gaps, and to strengthen official data collection and publication.",CFPData,0
24689052,https://pbs.twimg.com/profile_images/1105579108002598913/eMLAsR27_normal.jpg,"All about people, inclusion and delivery of good public services 

Prif Swyddog Gweithredol / Chief Executive Officer   interim

@cdps_wales",sallymeecham,0
8029062,https://pbs.twimg.com/profile_images/1278066575824871424/_7nHdkrR_normal.jpg,"Father, husband, amateur guitar torturer, level 2 digital alchemist, ex-corporate geek, Running Punk, Head of Delivery @odileeds *and* hat-wearer extraordinaire",gilesdring,0
119675804,https://pbs.twimg.com/profile_images/731567005/world_square_normal.jpg,"Independent waste, resource and environmental consultant producing sustainable solutions for a wide range of stakeholders",wastespecialist,0
23315228,https://pbs.twimg.com/profile_images/1352383559412183048/WFkud1hA_normal.jpg,"Strategy, research & service design for social change at @wearereply. Co-founder at @techforgoodlive. Cat fosterer. @mcrmeteor trustee. Serious person.",RebeccaWho,0
1207268858593193990,https://pbs.twimg.com/profile_images/1207307753473134598/6ZxNu2z-_normal.jpg,Researcher at the Institute for Government. Passionate about making government better. All views my own,ellieshearer,0
37924665,https://pbs.twimg.com/profile_images/1635735486/mo_140_185_normal.jpg,,monika_halkort,0
151395064,https://pbs.twimg.com/profile_images/1267390798473068544/SrS4T5kr_normal.jpg,"Blackpool FC & books & tech & people. Asks questions. Likes crumpets. Politics, policy & delivery.  Tech realism. Make stuff work for everyone.",peterkwells,0
1272279554,https://pbs.twimg.com/profile_images/1377325810718175234/KLjXVWz9_normal.jpg,Empowering nonprofits to use data science and technologies effectively and responsibly to make progress on social and environmental challenges,cjjuech,0
2975134426,https://pbs.twimg.com/profile_images/820762776800989184/NkAkW2dZ_normal.jpg,#Innovation #CyberSecurity #Privacy #Technology in Finance | Real world no-hype perspective | Slayer of fake news in #Fintech and beyond,sbmeunier,0
14813,https://pbs.twimg.com/profile_images/1264930796261052422/WZv7jTZk_normal.jpg,Currently Freelance. ex @ODIHQ. Trustee @EnergySparks. Chair of @BathHacked. FRSA. Author of @datapatterns. Open data paladin. Proud Dad. He/Him.,ldodds,0
1311225531799670785,https://pbs.twimg.com/profile_images/1311227115917004800/dLIM91Un_normal.jpg,"INSIGHT is the health data research hub for eye health & related conditions. We're part of @HDR_UK, harnessing the power of data to benefit patients & the NHS.",INSIGHTeyehub,0
1168968080690749441,https://pbs.twimg.com/profile_images/1372190965599985664/PQ3J2v6Y_normal.jpg,Member of Parliament for Richmond (Yorks). Chancellor of the Exchequer.,RishiSunak,0
417856150,https://pbs.twimg.com/profile_images/512160264540536833/RaN8WKgb_normal.png,"@ImperialCollege’s hub for climate & environment, leading on world-class research, training & innovation towards a sustainable, resilient, zero-carbon society.",Grantham_IC,0
105845892,https://pbs.twimg.com/profile_images/2812941438/ab5023f881c86b78349c933196d3b8b9_normal.png,Creative thinker living a life on 2 wheels🚴‍♀️. Head of Innovation @ODIHQ Startup Mentor  #data #BusinessDesign #product #innovation,OrsolaDeMarco,0
1088089771631669248,https://pbs.twimg.com/profile_images/1374187839634747392/hzdxM241_normal.jpg,"The Office for AI (a joint BEIS-DCMS unit) oversees the implementation of the UK's AI Strategy.

The Office for AI is also secretariat to the UK AI Council.",OfficeforAI,0
24224194,https://pbs.twimg.com/profile_images/1308168551686078464/wtywXER0_normal.jpg,"President @PJMFnd, AI and Data philanthropist, tech for a prosperous and just world, unexpected beauty, spicy food",vilasdhar,0
21283221,https://pbs.twimg.com/profile_images/1262043384325320706/l9AAXzAz_normal.jpg,"Data + Design + Culture Consultant. Focus: Strategy - Governance - Standards - Black Lives. In Glasgow, Scotland with wife & cat. She/Her.🇳🇬🏴󠁧󠁢󠁳󠁣󠁴󠁿🌈",ekoner,0
298012429,https://pbs.twimg.com/profile_images/885500246536716292/Qk4FYTGj_normal.jpg,"The Department of Politics at Birkbeck College, University of London.
Blog: https://t.co/hNN0OKzNLF
Events: https://t.co/g1zmPTEZmC",bbkpolitics,0
4876080779,https://pbs.twimg.com/profile_images/986285943840788481/p8GRhqlZ_normal.jpg,Doc in Emergency Medicine. Director of AI @nhsx. Big fan #OHT19 🙌🏽 . Break the silos and let's get S*** done. All views my own.,IndraJoshi10,0
1350441126,https://pbs.twimg.com/profile_images/1159909708838424577/zuVBVi99_normal.jpg,"Principal, Data & Digital Rights @luminategroup. Visiting Snr Research Fellow @PolicyAtKings
Reformed lawyer. Melbourne born, London based. Views mine
she/her",SweeLengHarris,0
14727078,https://pbs.twimg.com/profile_images/1035175023437336576/PlWu55Xt_normal.jpg,"VP ODI, co-chair DGWG @ GPAI, GPSDD, OCP, exAda, ODBG, CSVW, exW3C TAG, exODUG, exOSB, LOD, PSI, XML, XSLT, XProc, EXSLT, LMNL, DTLL, OBE, mum, geek, she/her",JeniT,0
178798604,https://pbs.twimg.com/profile_images/1267783545583554565/1Jt2y8qt_normal.jpg,"Ex Londoner, adopted Manc. Getting ppl & communites excited about data @opendatamcr. Sometimes co-host on @techforgoodlive pod. Tweets/views all my own. He/him.",milsomsam,0
11333892,https://pbs.twimg.com/profile_images/463812878827405315/PCHUhbvo_normal.jpeg,"art. tech. data. 
invisible caper
quiddity seeker
co-founder @fine_acts
champion for data & art @odihq
she/her/hers

Infrequent news: https://t.co/CJ9ADsDD7j",joz_freeman,0
14224719,https://pbs.twimg.com/profile_images/1328262427339878400/QdlG0q9M_normal.jpg,"Official page for Prime Minister @BorisJohnson's office, based at 10 Downing Street",10DowningStreet,0
18251689,https://pbs.twimg.com/profile_images/964252086471970816/WUYO86oC_normal.jpg,Challenge Director - Next Generation Services @InnovateUK (views expressed are my own). Transforming professional services through #AI and #Data #ISCF,StephenBrowning,0
19626301,https://pbs.twimg.com/profile_images/1346229083374555136/RZD45aQh_normal.jpg,Cares about democracy and weaving carpets. COO @FullFact. Board @DemoClub @factchecknet,MeAndVan,0
520860243,https://pbs.twimg.com/profile_images/1361248097867878400/XL0x-ZRm_normal.jpg,Senior researcher @adalovelaceinst working on public engagement and attitudes to data & tech ethics. (Cover pic: @jennyhbren.),AidanPeppin,0
41765653,https://pbs.twimg.com/profile_images/661147021001232384/Ddw37rjP_normal.jpg,Researcher. Communicator of research to policy. Reluctant writer. Digital stuff. All above as usually as CEO LIRNEasia. Tweets & RTs my own (un)doing.,helanigalpaya,0
420609926,https://pbs.twimg.com/profile_images/1377906192685629442/e_Om5cKM_normal.jpg,"Curator art+technology+science+transdisciplinary+culture
Assoc @ODIHQ, Director #DataAsCulture  
Karateka  
Trustee @Kraszna_Krausz
She/her. My Views. European",hannah_redler,0
1239965460176633858,https://pbs.twimg.com/profile_images/1245020069530349569/QuLtrsyq_normal.jpg,"Frictionless Data is a progressive, incrementally adoptable open-source toolkit that brings simplicity and gracefulness to the data experience.",frictionlessd8a,0
1127563141,https://pbs.twimg.com/profile_images/3295712008/f0ede44f2caa5e0d666ec675375376aa_normal.jpeg,"Co-founder Aapti Institute https://t.co/pFvvimTIG4 | technology-policy -data economy, digital rights | former GGF, IVLP fellow",KapoorAstha,0
14183576,https://pbs.twimg.com/profile_images/1065116743138463745/5X48tgWl_normal.jpg,"Likes cats.

On the Board of @BOMlab
Artist Council member at @an_artnews
Artist Adviser for @JerwoodArts

Send memes.

#BLM #BlackLivesMatter",hellocatfood,0
380837259,https://pbs.twimg.com/profile_images/806829559123443716/0VN0L6Pc_normal.jpg,Championing the impact and value of LEPs in building local economic growth across the country,TheLEPNetwork,0
159190687,https://pbs.twimg.com/profile_images/1331313900814544896/DrNril4g_normal.jpg,"Researcher working on open cities, mobility data, data institutions, local authorities @ODIHQ // Previously @bigbrotherwatch (personal account)",bsnaith_,0
837772065285419008,https://pbs.twimg.com/profile_images/1026484599059308544/rEfMCrca_normal.jpg,Official account for the India Office of @gatesfoundation. We work with India’s governments and partners to reduce inequity and eradicate disease.,BMGFIndia,0
4338452835,https://pbs.twimg.com/profile_images/1121360169319981058/1W13Y7Vi_normal.png,"Entrepreneur, technologist, sustainability passionate | FRSA | Digital creator & B2B influencer | Author, researcher, speaker | CEO https://t.co/yDgAbAvQCA | IT @antgrasso_IT",antgrasso,0
442843586,https://pbs.twimg.com/profile_images/744702844347899904/myqqiuK8_normal.jpg,"Data science & public policy @ICF, researcher @bbkpolitics, Political Science PhD @cuboulder 🏳️‍🌈",StefLangehennig,0
513498057,https://pbs.twimg.com/profile_images/1137319445108613120/JU6dGWg9_normal.jpg,CEO @FutureDotNowUK | Chair @GoodThingsFdn I Social Mobility Commissioner @UKGOV I Trustee @LTmuseum I Top 30 most influential women UK tech 2020 | Views own.,L12_W,0
83567424,https://pbs.twimg.com/profile_images/1166743197546098688/3Pyozdg5_normal.png,"Author: The Coming First World Debt Crisis ('06) GND ('08) The Production of Money ('17) The Case for the Green New Deal, Sept 2019. Hannah Arendt Prize ('18)",AnnPettifor,0
943967482619895808,https://pbs.twimg.com/profile_images/1268101388694847488/PdpXR7_P_normal.jpg,Senior Data Technologist for @ODIHQ.,fionntan_tech,0
17760882,https://pbs.twimg.com/profile_images/1320825278642401280/8RXfd7Kg_normal.jpg,A UX Designer and Techie at heart. Believer in stoicism and kaizen. Founder & CEO @CyberDuck_UK Noa Judith and Lily Ray are my babies. Political views my own.,danny_bluestone,0
114463650,https://pbs.twimg.com/profile_images/1140193177913253888/AnHzvhb4_normal.png,"Following data, politics, emerging tech|Director of Communication, ODI |Exec chair Allegory|She/her|14yo twins|Yorkshire woman living in London|Views my own.",EmmaThwaites,0
555031989,https://pbs.twimg.com/profile_images/1107936345769607169/sJKWJd7g_normal.png,Helping data driven companies generating value•Top10Influencer #AI #BigData #DataScience #IoT #MachineLearning #Analytics #Cloud #5G,Ronald_vanLoon,0
725622293402124289,https://pbs.twimg.com/profile_images/1011282374150230017/gubVQC1I_normal.jpg,"We connect all waste producers with licensed waste companies in England.
Simplifying compliance and combating waste crime. 
Sign up for free now.",YourDsposal,0
725854729,https://pbs.twimg.com/profile_images/1245303056331399173/2INY6CV8_normal.jpg,"We share learning, events and advice from @NIHRresearch on engaging patients, service users, carers and the public in health and care research",NIHRinvolvement,0
632036332,https://pbs.twimg.com/profile_images/753234881996550144/2JvjuJ-a_normal.jpg,Maker of shiny things and wiggly sounds,caleydewhurst,0
534255106,https://pbs.twimg.com/profile_images/981448597085540352/6B7vX_u1_normal.jpg,"Make data work for everyone.

We do research, strategy development, policy, events and courses. We also offer free tools to help you work better with data.",ODIHQ,0
1381505906,https://pbs.twimg.com/profile_images/996583772781928449/G-N3eAZo_normal.jpg,"Programme Director for AI at The Alan Turing Institute, Principal Research Fellow at the University of Cambridge",adrian_weller,0
